time_ps,lam,W_kcal,planarity_A,radius_A,radiusCV,axial_span_A,n_engaged
2.00,0.004,0.032,0.050,25.559,0.0150,0.223,5
4.00,0.008,0.016,0.031,25.568,0.0130,0.146,5
6.00,0.012,0.003,0.009,25.520,0.0111,0.092,5
8.00,0.016,-0.035,0.008,25.512,0.0114,0.131,5
10.00,0.020,-0.128,0.048,25.553,0.0129,0.331,5
12.00,0.024,-0.004,0.016,25.590,0.0142,0.181,5
14.00,0.028,0.003,0.059,25.565,0.0175,0.236,5
16.00,0.032,-0.102,0.025,25.461,0.0174,0.330,5
18.00,0.036,-0.297,0.033,25.460,0.0162,0.430,5
20.00,0.040,-0.273,0.030,25.510,0.0159,0.267,5
22.00,0.044,-0.161,0.025,25.593,0.0134,0.238,5
24.00,0.048,-0.146,0.032,25.617,0.0159,0.224,5
26.00,0.052,-0.207,0.021,25.533,0.0170,0.289,5
28.00,0.056,-0.132,0.061,25.543,0.0192,0.369,5
30.00,0.060,-0.124,0.037,25.524,0.0181,0.391,5
32.00,0.064,-0.209,0.087,25.548,0.0163,0.400,5
34.00,0.068,-0.189,0.072,25.500,0.0167,0.282,5
36.00,0.072,-0.258,0.111,25.576,0.0178,0.437,5
38.00,0.076,-0.279,0.115,25.551,0.0196,0.491,5
40.00,0.080,-0.223,0.110,25.535,0.0196,0.385,5
42.00,0.084,-0.220,0.070,25.532,0.0203,0.450,5
44.00,0.088,-0.353,0.069,25.568,0.0230,0.548,5
46.00,0.092,-0.490,0.055,25.564,0.0244,0.522,5
48.00,0.096,-0.684,0.094,25.619,0.0250,0.592,5
50.00,0.100,-0.728,0.103,25.617,0.0245,0.517,5
52.00,0.104,-0.820,0.129,25.587,0.0236,0.625,5
54.00,0.108,-0.831,0.121,25.546,0.0207,0.555,5
56.00,0.112,-0.985,0.186,25.476,0.0230,0.790,5
58.00,0.116,-1.016,0.146,25.412,0.0253,0.628,5
60.00,0.120,-1.023,0.132,25.479,0.0233,0.606,5
62.00,0.124,-1.011,0.102,25.480,0.0240,0.551,5
64.00,0.128,-0.963,0.129,25.468,0.0261,0.569,5
66.00,0.132,-1.056,0.163,25.496,0.0235,0.837,5
68.00,0.136,-1.052,0.106,25.510,0.0226,0.655,5
70.00,0.140,-1.052,0.143,25.478,0.0234,0.683,5
72.00,0.144,-0.919,0.147,25.502,0.0243,0.590,5
74.00,0.148,-0.879,0.160,25.585,0.0224,0.707,5
76.00,0.152,-0.879,0.145,25.576,0.0224,0.729,5
78.00,0.156,-0.793,0.098,25.559,0.0226,0.635,5
80.00,0.160,-0.687,0.080,25.641,0.0233,0.557,5
82.00,0.164,-0.617,0.154,25.685,0.0210,0.727,5
84.00,0.168,-0.606,0.166,25.658,0.0198,0.804,4
86.00,0.172,-0.470,0.163,25.584,0.0197,0.704,5
88.00,0.176,-0.393,0.145,25.555,0.0203,0.733,4
90.00,0.180,-0.415,0.186,25.481,0.0209,0.901,5
92.00,0.184,-0.377,0.193,25.494,0.0226,0.876,5
94.00,0.188,-0.251,0.204,25.531,0.0208,0.830,5
96.00,0.192,-0.260,0.227,25.512,0.0213,0.975,5
98.00,0.196,-0.384,0.211,25.452,0.0207,1.060,5
100.00,0.200,-0.406,0.197,25.479,0.0201,0.983,5
102.00,0.204,-0.445,0.219,25.533,0.0211,1.041,5
104.00,0.208,-0.424,0.247,25.525,0.0230,1.054,5
106.00,0.212,-0.419,0.236,25.496,0.0263,1.048,5
108.00,0.216,-0.455,0.250,25.493,0.0243,1.114,5
110.00,0.220,-0.579,0.253,25.533,0.0240,1.230,5
112.00,0.224,-0.564,0.236,25.460,0.0232,1.077,5
114.00,0.228,-0.508,0.244,25.464,0.0228,1.090,5
116.00,0.232,-0.547,0.255,25.442,0.0228,1.201,5
118.00,0.236,-0.459,0.220,25.523,0.0236,1.048,5
120.00,0.240,-0.512,0.284,25.462,0.0235,1.276,5
122.00,0.244,-0.726,0.288,25.436,0.0227,1.435,5
124.00,0.248,-0.804,0.248,25.449,0.0218,1.269,5
126.00,0.252,-0.761,0.259,25.483,0.0229,1.214,5
128.00,0.256,-0.851,0.277,25.547,0.0213,1.355,5
130.00,0.260,-1.056,0.318,25.477,0.0182,1.530,5
132.00,0.264,-1.204,0.236,25.449,0.0186,1.361,5
134.00,0.268,-1.161,0.219,25.480,0.0197,1.182,5
136.00,0.272,-1.033,0.152,25.497,0.0190,1.020,5
138.00,0.276,-0.896,0.216,25.458,0.0190,1.135,5
140.00,0.280,-0.819,0.234,25.502,0.0188,1.232,5
142.00,0.284,-0.855,0.331,25.521,0.0191,1.498,5
144.00,0.288,-0.874,0.253,25.521,0.0178,1.360,5
146.00,0.292,-0.977,0.254,25.572,0.0172,1.441,5
148.00,0.296,-0.993,0.247,25.567,0.0161,1.371,5
150.00,0.300,-0.845,0.240,25.556,0.0190,1.246,5
152.00,0.304,-0.741,0.254,25.575,0.0178,1.319,5
154.00,0.308,-0.711,0.287,25.567,0.0188,1.433,5
156.00,0.312,-0.668,0.253,25.535,0.0198,1.385,5
158.00,0.316,-0.555,0.282,25.554,0.0195,1.397,5
160.00,0.320,-0.395,0.255,25.556,0.0200,1.320,5
162.00,0.324,-0.553,0.301,25.562,0.0204,1.672,5
164.00,0.328,-0.544,0.246,25.536,0.0210,1.463,5
166.00,0.332,-0.445,0.243,25.482,0.0208,1.396,5
168.00,0.336,-0.511,0.319,25.537,0.0227,1.671,5
170.00,0.340,-0.440,0.225,25.532,0.0250,1.417,5
172.00,0.344,-0.451,0.316,25.456,0.0263,1.647,5
174.00,0.348,-0.387,0.274,25.460,0.0252,1.523,5
176.00,0.352,-0.462,0.320,25.531,0.0242,1.725,5
178.00,0.356,-0.442,0.286,25.488,0.0256,1.596,5
180.00,0.360,-0.334,0.302,25.490,0.0267,1.572,5
182.00,0.364,-0.205,0.274,25.565,0.0259,1.527,5
184.00,0.368,-0.183,0.328,25.549,0.0257,1.719,5
186.00,0.372,-0.202,0.329,25.574,0.0253,1.760,4
188.00,0.376,-0.225,0.288,25.509,0.0235,1.707,4
190.00,0.380,-0.205,0.261,25.473,0.0249,1.644,5
192.00,0.384,-0.028,0.295,25.417,0.0260,1.591,5
194.00,0.388,0.102,0.302,25.491,0.0271,1.651,5
196.00,0.392,0.256,0.321,25.439,0.0291,1.679,5
198.00,0.396,0.270,0.291,25.466,0.0299,1.742,5
200.00,0.400,0.286,0.352,25.448,0.0272,1.861,5
202.00,0.404,0.419,0.380,25.412,0.0273,1.832,5
204.00,0.408,0.551,0.361,25.458,0.0245,1.814,5
206.00,0.412,0.644,0.320,25.504,0.0279,1.796,5
208.00,0.416,0.742,0.347,25.501,0.0282,1.835,5
210.00,0.420,0.847,0.319,25.521,0.0256,1.802,5
212.00,0.424,0.825,0.361,25.543,0.0238,1.995,5
214.00,0.428,0.803,0.307,25.520,0.0231,1.915,5
216.00,0.432,0.868,0.337,25.514,0.0224,1.908,5
218.00,0.436,0.820,0.386,25.602,0.0215,2.091,5
220.00,0.440,0.785,0.328,25.569,0.0243,1.999,5
222.00,0.444,0.807,0.361,25.577,0.0248,2.023,5
224.00,0.448,0.967,0.355,25.530,0.0239,1.911,5
226.00,0.452,1.059,0.387,25.540,0.0230,2.033,5
228.00,0.456,1.119,0.362,25.572,0.0234,2.027,5
230.00,0.460,1.258,0.324,25.506,0.0229,1.920,5
232.00,0.464,1.411,0.320,25.517,0.0215,1.906,5
234.00,0.468,1.539,0.319,25.504,0.0201,1.943,5
236.00,0.472,1.594,0.391,25.494,0.0212,2.130,5
238.00,0.476,1.651,0.390,25.513,0.0237,2.143,5
240.00,0.480,1.820,0.355,25.535,0.0213,2.010,5
